"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
21 "Lying" 0.271325472455556 -0.0184233048415556 -0.103253832233333 -0.955019866222222 -0.956959422222222 -0.945653787777778 -0.174349174822222 0.599992678 0.788251027111111 -0.945905270555556 -0.983732936111111 -0.952416332444444 0.0820150201077778 0.0119943671007778 -0.0139053438591111 -0.984826520888889 -0.971584753222222 -0.983977644222222 -0.0305126188777778 -0.113800486377778 0.0980906517 -0.975411857555556 -0.952147091444444 -0.981345430888889 -0.0964118375066667 -0.0346275066055556 -0.0601398663555556 -0.984643717333333 -0.981998497777778 -0.988749495666667 -0.952596583222222 -0.942186431444444 -0.952596583222222 -0.942186431444444 -0.982800330555556 -0.978552618777778 -0.949278890222222 -0.949289148 -0.985915906888889 -0.982246471555556 -0.968234375555556 -0.960069247 -0.961772190555556 -0.950929451222222 -0.957258971111111 -0.940919006555556 -0.984188841222222 -0.972039417111111 -0.981630805333333 -0.987061376777778 -0.973164432777778 -0.984925270666667 -0.973410473 -0.964968005222222 -0.980811216111111 -0.976226919888889 -0.946599855444444 -0.983270707333333 -0.953769071222222 -0.944449070888889 -0.978444123888889 -0.977604878888889 -0.962349012888889 -0.949736575111111 -0.982993315111111 -0.982305117444444
22 "Lying" 0.279959721194444 -0.0142629864502778 -0.110800924652778 -0.947735251944444 -0.913276301666667 -0.942945807916667 -0.418494577083333 0.632484075694444 0.771903907083333 -0.928781249027778 -0.958826938556944 -0.952435389166667 0.0752202242222222 0.00459834754236111 -0.00467438744166667 -0.970355191527778 -0.955151526805556 -0.974527011944444 -0.0208311371125 -0.09257231175 0.145003879319444 -0.956641905833333 -0.9618849625 -0.933251870694444 -0.100203934722222 -0.037608730565 -0.0702723568194445 -0.972092602916667 -0.980484171388889 -0.978636301805555 -0.934993799305556 -0.909407761152778 -0.934993799305556 -0.909407761152778 -0.971169779305556 -0.959849821805556 -0.926616373333333 -0.923911565972222 -0.981716936388889 -0.974201690972222 -0.953758542777778 -0.925524703472222 -0.954219235555556 -0.945656808055556 -0.912562856666667 -0.941163951388889 -0.969570326944444 -0.954833264305556 -0.970918941666667 -0.974126068055556 -0.9589609575 -0.976833164027778 -0.95336692 -0.964698258611111 -0.942570240416667 -0.958030986944444 -0.960711254583333 -0.936965638611111 -0.929818990972222 -0.913267251263889 -0.962654791527778 -0.955635614444444 -0.946055840972222 -0.923552358194444 -0.976638980972222 -0.972789020833333
23 "Lying" 0.274038007986111 -0.0216553835833333 -0.104256776291667 -0.956756363194444 -0.976309827361111 -0.973223495416667 -0.391564962777778 0.438434067361111 0.918782825277778 -0.947948758194444 -0.982794562916667 -0.976780462083333 0.0831787608333333 0.01535144005125 -0.00628235060277778 -0.986360446805556 -0.988611616666667 -0.984663476666667 -0.0113399724663889 -0.105052917 0.111078594708333 -0.981849400972222 -0.959195236388889 -0.983920132638889 -0.102024922819444 -0.0372449750569444 -0.0621991626111111 -0.985027850416667 -0.979427763472222 -0.994908984861111 -0.962959196805556 -0.957871990555555 -0.962959196805556 -0.957871990555555 -0.987010197361111 -0.986685651527778 -0.949418000972222 -0.957227585972222 -0.984557478611111 -0.981314831666667 -0.970037238333333 -0.982072295833333 -0.977515213888889 -0.952410957638889 -0.974304149166667 -0.972261283055556 -0.986204659166667 -0.988230264166667 -0.982415511805556 -0.987840852638889 -0.989995616944444 -0.985502011944444 -0.979676078055556 -0.96846913625 -0.984238807777778 -0.982665212638889 -0.954997309583333 -0.98531784125 -0.967747053194444 -0.958465695416667 -0.985905703888889 -0.986540200694444 -0.966239347916667 -0.959025538194444 -0.981846854305556 -0.98158514125
24 "Lying" 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.967984021111111 -0.983126461944444 -0.973566958888889 -0.359292534027778 0.738430699305556 0.683839909722222 -0.960412164305556 -0.993454358055556 -0.979239668194444 0.08072123275 0.0119819524179167 -0.00589225849902778 -0.98636543375 -0.982430495 -0.983087366805556 -0.0143679929444444 -0.0955538053611111 0.111730746333333 -0.982651720138889 -0.960299550972222 -0.98170136125 -0.102813809652778 -0.0382323710416667 -0.0624116966805556 -0.979865720555556 -0.978091312777778 -0.992381595972222 -0.9718540425 -0.969354834166667 -0.9718540425 -0.969354834166667 -0.985529270555556 -0.983605927361111 -0.953791512638889 -0.957829934722222 -0.982780873888889 -0.978659102222222 -0.975893687083333 -0.980830362083333 -0.976634815694444 -0.965167081805556 -0.984571808472222 -0.973057781805556 -0.985998546805556 -0.982140613888889 -0.981549689583333 -0.988140517777778 -0.984124532361111 -0.983185637916667 -0.976570564027778 -0.966111980277778 -0.981093036111111 -0.984713284166667 -0.95779294875 -0.983602745694445 -0.973171068055556 -0.971063024027778 -0.983108084305556 -0.98328511625 -0.964001383472222 -0.961369084583333 -0.978596740694444 -0.980096981111111
25 "Lying" 0.250791828613699 -0.0188943663671233 -0.100428830260274 -0.909116474109589 -0.691770680561644 -0.717262004013699 -0.461102531369863 0.620658919917808 0.526353818315068 -0.829554947808219 -0.643578361424658 -0.610161166287671 0.0879071687671233 0.0284619311524658 -0.0307179435315068 -0.973323412328767 -0.945687169726027 -0.96783552630137 0.00372723459589041 -0.0716401726150685 0.139718671465753 -0.889769639726027 -0.936630803287671 -0.91092799 -0.101646999342466 -0.0426718870280822 -0.0596922147205479 -0.957381145068493 -0.971564323013699 -0.974242254520548 -0.56047777609589 -0.649254767945205 -0.56047777609589 -0.649254767945205 -0.962161355890411 -0.961931605342466 -0.809688545342466 -0.856017369726027 -0.969783262465753 -0.96830952260274 -0.929147371232877 -0.78494581909589 -0.816197953561644 -0.902547712465753 -0.67238425569863 -0.694100368012329 -0.972859085753425 -0.946802003561644 -0.962632674520548 -0.976423984657534 -0.948414293561644 -0.971885370136986 -0.890517539315068 -0.946259639315069 -0.924536860547945 -0.891308069041096 -0.932293334794521 -0.915467504246575 -0.774481943616438 -0.651353241643836 -0.96008314739726 -0.963601212876712 -0.910126993561644 -0.850661340684931 -0.96825160890411 -0.970457947534247
26 "Lying" 0.271645864540789 -0.0191895728026316 -0.105002540289474 -0.969445445263158 -0.983231351842105 -0.984500013157895 -0.621309715263158 0.803015011578947 0.614523405921053 -0.944472488552632 -0.987887995263158 -0.984081708947368 0.0866502529210526 0.0124420033513158 -0.00614755098663158 -0.989315824868421 -0.987182887763158 -0.989064628947368 -0.0170656239526316 -0.0903229228815789 0.152436344328947 -0.990328197763158 -0.979325678815789 -0.969302237763158 -0.100368640868421 -0.0396682720394737 -0.0711533355789474 -0.992665154868421 -0.989063341973684 -0.993759841842105 -0.976785042368421 -0.964355190394737 -0.976785042368421 -0.964355190394737 -0.989970604210526 -0.989101949473684 -0.951863594736842 -0.965676821973684 -0.99219798 -0.989917354473684 -0.973262289210526 -0.983664034342105 -0.984923123552632 -0.967971891447368 -0.983317083947368 -0.984854487894737 -0.989224043947368 -0.987115080789474 -0.987308252236842 -0.990410106973684 -0.988238648552632 -0.989370490789474 -0.988386324868421 -0.983127999342105 -0.970171219605263 -0.990970119605263 -0.977491843421053 -0.971789046710526 -0.969269114078947 -0.966576631710526 -0.989138184473684 -0.987901463289474 -0.974305179605263 -0.96613921868421 -0.990430914078947 -0.989628012236842
27 "Lying" 0.274102492432432 -0.0179867611216216 -0.107699732837838 -0.978455153108108 -0.983736043783784 -0.986636996081081 -0.530434604864865 0.567879494054054 0.84539238027027 -0.971183862702703 -0.993701742972973 -0.989056311351351 0.0766268551324324 0.0126491088851351 -0.000685549292837838 -0.986471899324324 -0.985159461756757 -0.989685146621622 -0.0195427328781081 -0.0957839566891892 0.118738360783784 -0.988837212162162 -0.98428747527027 -0.97837499972973 -0.101147695256757 -0.0362186160902703 -0.0642797849864865 -0.993503720810811 -0.993025877297297 -0.993296720540541 -0.982091652162162 -0.978920176216216 -0.982091652162162 -0.978920176216216 -0.988372773648649 -0.988586771351351 -0.966917594459459 -0.971915732837838 -0.994355043783784 -0.993484313243243 -0.980631846891892 -0.982915951891892 -0.987356589864865 -0.977615702567568 -0.984269087972973 -0.986582387972973 -0.986679572567568 -0.985257277297297 -0.988033129054054 -0.987477465405405 -0.986116008783784 -0.989901169864865 -0.987028539054054 -0.986795837297297 -0.979202019189189 -0.989382328918919 -0.983052318513513 -0.980096438108108 -0.981389017702703 -0.980296339054054 -0.988098902567568 -0.988174859594595 -0.979890667972973 -0.971806236756757 -0.993563778648649 -0.993552299324324
28 "Lying" 0.2759134825 -0.0167537858225 -0.1083448529625 -0.9688882955 -0.945386780375 -0.956450342875 -0.490334541875 0.1440732745 0.0157570025 -0.970599089375 -0.9697590285 -0.97912466575 0.0780770644 0.005939923320625 0.006009719386425 -0.9801647165 -0.97867953975 -0.973071655875 -0.017367705735 -0.097448733725 0.09357912315 -0.95516227975 -0.960057463625 -0.96237491175 -0.1045116270375 -0.03560100499625 -0.05345019146375 -0.9608029485 -0.98039978225 -0.981418916 -0.95811223025 -0.9545740295 -0.95811223025 -0.9545740295 -0.978455341875 -0.973312647875 -0.93710692125 -0.928940913375 -0.978220270625 -0.96977327725 -0.9739308675 -0.958436369 -0.961115672375 -0.967324863875 -0.94200397775 -0.956770904875 -0.980013419 -0.978094827375 -0.970251565375 -0.98220590125 -0.981117467 -0.974530843125 -0.946804234625 -0.9658244555 -0.961164844875 -0.958092114 -0.957552988125 -0.966312024 -0.961035587625 -0.95756401875 -0.9734362485 -0.972336128625 -0.944218369375 -0.931675004125 -0.971830582375 -0.96931982125
29 "Lying" 0.287295196811594 -0.0171965484202899 -0.109462068173913 -0.984219555507246 -0.990240946666667 -0.987255149855072 -0.346789842753623 0.807535373478261 0.590452224057971 -0.972939889855073 -0.99424764884058 -0.98577817826087 0.0718861195971014 0.0116912059556522 0.00241542784130435 -0.99200598942029 -0.989513565652174 -0.993288313333333 -0.0258281004782609 -0.0761814357028986 0.127411971652174 -0.994276591304348 -0.992750957826087 -0.97499461942029 -0.0995339880724638 -0.0386768295072464 -0.0674469666086956 -0.99654254057971 -0.997081575652174 -0.995380794637681 -0.986493196666667 -0.981572147681159 -0.986493196666667 -0.981572147681159 -0.992725367826087 -0.994646916811594 -0.971923623043478 -0.977040093043478 -0.997322526811594 -0.997666071594203 -0.986626999275362 -0.989034304057971 -0.989473926666667 -0.983432309130435 -0.990680395362319 -0.986378776086957 -0.992153982028986 -0.989398823913043 -0.992018447826087 -0.99254347826087 -0.990468082753623 -0.993107759855072 -0.99312260884058 -0.993696336521739 -0.976184322608696 -0.994652185217391 -0.992240785652174 -0.976858964492754 -0.986800645362319 -0.981599783623188 -0.993998275797101 -0.994366667681159 -0.98400134173913 -0.976679046231884 -0.997617389275362 -0.99758523057971
30 "Lying" 0.281033900571429 -0.0194494098614286 -0.1036581505 -0.976362515428571 -0.954201823857143 -0.967044236428571 -0.344737755285714 0.732661247714286 0.681459210714286 -0.979563942714286 -0.988930714857143 -0.983274524857143 0.0752196666428571 0.0107680190087143 -0.000374189681428571 -0.977463775571429 -0.971049778142857 -0.979517896142857 -0.0267812218571429 -0.0761476351714286 0.0938472163142857 -0.973662822428571 -0.966041673 -0.968889156142857 -0.102277358585714 -0.0384875867528571 -0.0595736770285714 -0.983775833714286 -0.980357062142857 -0.980768874571429 -0.969829984285714 -0.960167907285714 -0.969829984285714 -0.960167907285714 -0.97923282 -0.969642290285714 -0.962284921142857 -0.951264441 -0.985086413428571 -0.976177142571429 -0.974789999285714 -0.959974274571429 -0.970321991714286 -0.977045260571429 -0.9535584 -0.967188198571429 -0.976887901571429 -0.971696279857143 -0.975632420428571 -0.980350748142857 -0.972434196714286 -0.982281553142857 -0.971789052714286 -0.968170332428571 -0.967577361142857 -0.974488400714286 -0.965134152428571 -0.972199238 -0.962840820428571 -0.964051810714286 -0.969949269571429 -0.968087778 -0.962001199 -0.952644449285714 -0.977821335571429 -0.975481548714286
2 "Standing" 0.28590496 -0.0077447295 -0.10273652 -0.99188377 -0.96571091 -0.98415868 0.89033905 -0.41431632 0.063073539 -0.98596458 -0.97055933 -0.98387503 0.073692837 0.022299194 0.024172207 -0.99448244 -0.98340546 -0.99015863 -0.030446957 -0.069251086 0.084129975 -0.97846434 -0.98511749 -0.98276696 -0.13741057 -0.029849391 -0.038735438 -0.98464085 -0.99346953 -0.99098372 -0.98120081 -0.98298022 -0.98120081 -0.98298022 -0.99091628 -0.99143577 -0.98495044 -0.96738778 -0.99269469 -0.98906268 -0.99314892 -0.9760806 -0.98592627 -0.99118246 -0.96201887 -0.98335652 -0.99392541 -0.98397812 -0.98778377 -0.9957298 -0.98383158 -0.991224 -0.96317983 -0.98548682 -0.98725653 -0.98420307 -0.98489038 -0.98274147 -0.98657404 -0.98232817 -0.9902788 -0.99199851 -0.96671378 -0.97348827 -0.98829589 -0.99062868
2 "Sitting" 0.29648714 -0.014684879 -0.13980848 -0.98771367 -0.83424238 -0.94105035 0.95201324 -0.12719693 0.17324768 -0.97442821 -0.87785609 -0.9336702 0.074167624 -0.088429566 -0.00057513147 -0.98766148 -0.95062266 -0.98048751 -0.050171548 -0.073211502 0.1837903 -0.98222253 -0.95870792 -0.92994218 -0.092742071 -0.016699782 -0.11955963 -0.97836982 -0.98580596 -0.9740108 -0.92873856 -0.89838027 -0.92873856 -0.89838027 -0.97766739 -0.96574161 -0.94284864 -0.92860311 -0.98480912 -0.97945377 -0.98753271 -0.8594018 -0.96188356 -0.98763692 -0.83148234 -0.93410666 -0.98622758 -0.94453649 -0.97477076 -0.99073206 -0.96343171 -0.98561403 -0.974845 -0.96180088 -0.91597823 -0.98460294 -0.95706297 -0.94151623 -0.89882048 -0.91278824 -0.96443364 -0.96607792 -0.93493886 -0.93622448 -0.98173276 -0.9775839
2 "Sitting" 0.27723542 -0.025677001 -0.11843072 -0.99639048 -0.95268767 -0.96541011 0.95776214 -0.12120449 0.16651548 -0.99215769 -0.95481082 -0.94772651 0.074857362 0.031491585 0.0039751972 -0.99582259 -0.98541127 -0.99165507 -0.039016643 -0.060002794 0.12573995 -0.98842257 -0.99042251 -0.97940389 -0.091881126 -0.044009434 -0.058000018 -0.99410926 -0.99620321 -0.99132934 -0.97803564 -0.96122618 -0.97803564 -0.96122618 -0.99261266 -0.99290606 -0.97773598 -0.97714072 -0.99553914 -0.99584933 -0.99652123 -0.96836119 -0.97868043 -0.99621875 -0.94762416 -0.96017282 -0.99603991 -0.98620784 -0.98933917 -0.99590413 -0.98540437 -0.99269849 -0.98838196 -0.99180531 -0.9822712 -0.98842833 -0.98956589 -0.98015913 -0.97794345 -0.95814272 -0.9920428 -0.99299942 -0.98717791 -0.97499907 -0.99526723 -0.99675132
2 "Sitting" 0.2782907 -0.014536086 -0.10524253 -0.99678611 -0.98839324 -0.98950215 0.95789199 -0.12711834 0.16163958 -0.99692667 -0.99157732 -0.99292938 0.079741234 0.0054060827 -0.0048041466 -0.99516755 -0.99168063 -0.99135946 -0.026046816 -0.067562509 0.10043377 -0.99622773 -0.995977 -0.97976111 -0.093176759 -0.035040875 -0.075882607 -0.99541364 -0.99836639 -0.99464282 -0.99438865 -0.99413634 -0.99438865 -0.99413634 -0.99367703 -0.99497726 -0.99003935 -0.98957462 -0.99750587 -0.9979514 -0.99590613 -0.9888814 -0.98908778 -0.99719795 -0.98774016 -0.98972225 -0.99555241 -0.9919744 -0.99008349 -0.99510381 -0.99186773 -0.99110894 -0.99434969 -0.99616662 -0.97701877 -0.99684793 -0.99578993 -0.98250911 -0.99412375 -0.99408438 -0.9946893 -0.99400649 -0.99171515 -0.9896325 -0.99774691 -0.99809291
2 "Sitting" 0.27815992 -0.0076678258 -0.09927102 -0.99697493 -0.96211178 -0.987355 0.95792518 -0.12454962 0.16376124 -0.998006 -0.98845697 -0.9901987 0.07369633 0.0094546512 0.0058232317 -0.9950484 -0.98639555 -0.9912641 -0.022931403 -0.07347 0.078673144 -0.99632265 -0.9842731 -0.95701458 -0.097484223 -0.043075149 -0.056642047 -0.99567836 -0.99662006 -0.98807403 -0.98452293 -0.97430484 -0.98452293 -0.97430484 -0.99209242 -0.99408178 -0.98142234 -0.97133319 -0.99558278 -0.99481506 -0.99593464 -0.97582987 -0.98874515 -0.99749998 -0.95736278 -0.98653159 -0.99487962 -0.98722055 -0.99101005 -0.99570456 -0.98628303 -0.98986799 -0.99502067 -0.98965884 -0.97007429 -0.99670606 -0.98153076 -0.95702228 -0.98361921 -0.97224027 -0.99357323 -0.99353992 -0.98358715 -0.96894977 -0.99488497 -0.99465498
2 "Sitting" 0.27664638 -0.0049748937 -0.104754 -0.99726953 -0.96546147 -0.98114499 0.95832834 -0.11858919 0.16680067 -0.99939896 -0.97259765 -0.98544416 0.075933689 0.014606303 -0.0051785599 -0.99392769 -0.97607626 -0.99182512 -0.025679464 -0.079004412 0.083575679 -0.99393599 -0.98238404 -0.95464749 -0.10158671 -0.046062898 -0.025882513 -0.99040851 -0.99414667 -0.98506173 -0.98197129 -0.97653588 -0.98197129 -0.97653588 -0.98891135 -0.99043645 -0.9786125 -0.97314542 -0.99205801 -0.99310443 -0.99610705 -0.96857414 -0.98706746 -0.99789503 -0.96493071 -0.97824075 -0.99393513 -0.97480791 -0.98993092 -0.99445018 -0.97957803 -0.99232967 -0.99029546 -0.98548212 -0.95473188 -0.99522313 -0.98065277 -0.95858189 -0.98228846 -0.97579019 -0.98969985 -0.9901583 -0.98190869 -0.9720847 -0.9932283 -0.99297004
2 "Sitting" 0.27829493 -0.022664347 -0.11591945 -0.99724431 -0.96872118 -0.98613179 0.95832272 -0.11314063 0.16759019 -0.99952115 -0.9913736 -0.99196495 0.077460728 0.0038718084 -0.0099158808 -0.99287631 -0.97492111 -0.99132841 -0.025950876 -0.075040768 0.096736383 -0.99500391 -0.9837393 -0.97191748 -0.10026854 -0.035913252 -0.060497451 -0.99034158 -0.99328087 -0.98445627 -0.98594601 -0.98682484 -0.98594601 -0.98682484 -0.98786737 -0.99004233 -0.98336311 -0.98402764 -0.99116242 -0.99358288 -0.99588013 -0.97162389 -0.98593286 -0.99801127 -0.96808848 -0.9864657 -0.99271793 -0.97489442 -0.9882201 -0.99371017 -0.97675511 -0.99343261 -0.99238882 -0.98669587 -0.97310106 -0.9958868 -0.9820791 -0.97390273 -0.98545244 -0.98886268 -0.9885371 -0.99124852 -0.98767771 -0.9840637 -0.99318062 -0.99428905
2 "Sitting" 0.27505303 -0.024059404 -0.10589705 -0.99525842 -0.97190867 -0.98360641 0.95841903 -0.1158856 0.1660208 -0.99888949 -0.98042137 -0.99596864 0.074694506 0.01564664 0.013952444 -0.99061035 -0.98198548 -0.99141782 -0.025511187 -0.071503399 0.091317208 -0.99623625 -0.98402467 -0.97392163 -0.097799765 -0.041339249 -0.061549315 -0.99416578 -0.99433016 -0.98593569 -0.98590459 -0.98664528 -0.98590459 -0.98664528 -0.98944283 -0.99158858 -0.98495388 -0.98409151 -0.99301191 -0.9946828 -0.99342611 -0.97558322 -0.98426827 -0.99621617 -0.97070587 -0.98356415 -0.99073306 -0.9816001 -0.98866345 -0.99128756 -0.98380222 -0.99303145 -0.99429866 -0.98894119 -0.97352082 -0.99688494 -0.98146948 -0.97627638 -0.98693338 -0.98747473 -0.9897813 -0.99345738 -0.98667306 -0.9847835 -0.99398753 -0.99582809
2 "Sitting" 0.27486428 -0.01561837 -0.097528302 -0.99623776 -0.98664644 -0.989707 0.95761533 -0.11965332 0.16733906 -0.99595146 -0.99389772 -0.98683224 0.075529732 0.020093856 0.011850313 -0.99227354 -0.98618217 -0.98957602 -0.028197612 -0.072492716 0.081141936 -0.9966929 -0.98831115 -0.98393993 -0.097361152 -0.045318417 -0.050056318 -0.99552817 -0.99582541 -0.99134481 -0.99193129 -0.99193657 -0.99193129 -0.99193657 -0.99056259 -0.9918432 -0.99004857 -0.9894614 -0.995537 -0.9963504 -0.99499786 -0.98434635 -0.98871071 -0.99685543 -0.98775314 -0.9903338 -0.99254583 -0.9861712 -0.98789193 -0.99261238 -0.98717886 -0.98977159 -0.99534259 -0.99072003 -0.98451264 -0.99710892 -0.98692611 -0.98503885 -0.99094948 -0.99300967 -0.9910336 -0.99176709 -0.99115097 -0.98984191 -0.9959979 -0.99673267
2 "Sitting" 0.27871074 -0.016793927 -0.10524076 -0.99859653 -0.9906669 -0.98746213 0.95685371 -0.11945235 0.17076173 -0.99854623 -0.99717066 -0.98719726 0.075792868 0.0082702907 -0.0046005261 -0.99673138 -0.99093654 -0.98935414 -0.027541794 -0.073323286 0.080225072 -0.99633885 -0.98906109 -0.98681453 -0.099417698 -0.038310487 -0.060352158 -0.99489164 -0.99592158 -0.99201559 -0.99505048 -0.99470667 -0.99505048 -0.99470667 -0.99335333 -0.99292018 -0.99063115 -0.99201041 -0.99566519 -0.99623914 -0.99784915 -0.98925984 -0.98909958 -0.99902339 -0.99096689 -0.98647362 -0.99663791 -0.99050631 -0.98855592 -0.99713983 -0.99218789 -0.98853141 -0.99489339 -0.99250153 -0.9862611 -0.99678082 -0.98720252 -0.98807717 -0.99362136 -0.99556168 -0.99312867 -0.99112143 -0.99271841 -0.99266443 -0.99604217 -0.99643528
2 "Sitting" 0.27822455 -0.016181738 -0.1075716 -0.99822604 -0.99043752 -0.98923957 0.95709207 -0.11889701 0.17216278 -0.99865366 -0.99858765 -0.99630003 0.076381493 0.0032129773 -0.00018746671 -0.99810136 -0.98993492 -0.99254022 -0.027905922 -0.075317726 0.084110903 -0.99598121 -0.99154022 -0.99012716 -0.098601087 -0.040436174 -0.052897202 -0.9935933 -0.99644922 -0.99302309 -0.99569559 -0.99544433 -0.99569559 -0.99544433 -0.99524339 -0.99414257 -0.99330273 -0.99234285 -0.99593913 -0.99611078 -0.9981015 -0.98971949 -0.99055637 -0.99822971 -0.99033198 -0.98830812 -0.99779481 -0.98951968 -0.99160133 -0.99869875 -0.99123247 -0.99191867 -0.99376545 -0.99339422 -0.98972697 -0.99674121 -0.99043431 -0.9910433 -0.99433423 -0.99622836 -0.99406775 -0.99276053 -0.9933618 -0.99270128 -0.99591867 -0.99629214
2 "Sitting" 0.27625455 -0.016985093 -0.10885324 -0.99639413 -0.98567065 -0.98354536 0.957125 -0.11843093 0.17257908 -0.99902145 -0.997234 -0.99413399 0.077142483 0.017151419 -0.0013815426 -0.99658085 -0.98474296 -0.99069383 -0.028386406 -0.075428757 0.084448765 -0.99441796 -0.98896745 -0.98331636 -0.095803874 -0.044492057 -0.050073195 -0.993369 -0.99440543 -0.99094466 -0.99231876 -0.99087672 -0.99231876 -0.99087672 -0.9921557 -0.9925433 -0.99096518 -0.98549334 -0.99491005 -0.99348714 -0.99621964 -0.98289752 -0.98570956 -0.9963833 -0.98714547 -0.98255398 -0.99641164 -0.98382667 -0.98815825 -0.99710634 -0.98713525 -0.99198694 -0.9915615 -0.98983461 -0.98371747 -0.99537599 -0.98841329 -0.98453327 -0.98949844 -0.99239429 -0.99091427 -0.99419735 -0.98899962 -0.9853784 -0.99417563 -0.99255979
2 "Sitting" 0.27574674 -0.015388072 -0.10505767 -0.99581447 -0.98247951 -0.9819142 0.9567784 -0.11826838 0.17243002 -0.99838027 -0.99703086 -0.99311082 0.076351845 0.013059249 0.001419995 -0.99383983 -0.98486341 -0.99254104 -0.02833208 -0.074596168 0.085722107 -0.99104087 -0.98628489 -0.97696868 -0.096556649 -0.04018711 -0.048712881 -0.99111869 -0.99276635 -0.98664924 -0.99053425 -0.98890189 -0.99053425 -0.98890189 -0.99245307 -0.99212445 -0.98602379 -0.98369587 -0.99231034 -0.99203913 -0.99494348 -0.98216681 -0.98760913 -0.99618528 -0.98264843 -0.9790682 -0.99369864 -0.98482787 -0.99126792 -0.99456549 -0.98598972 -0.99231107 -0.98862146 -0.98772073 -0.97754665 -0.99174715 -0.98542135 -0.97869995 -0.98970154 -0.98904718 -0.99139998 -0.99185212 -0.98597966 -0.98465863 -0.99272785 -0.99123689
2 "Sitting" 0.28028279 -0.019175262 -0.10932156 -0.99531257 -0.975241 -0.97892176 0.95656471 -0.11752757 0.17319654 -0.99757762 -0.99353276 -0.98846658 0.077208833 0.003495444 -0.00073970854 -0.99278339 -0.98489323 -0.99591241 -0.026969226 -0.075102151 0.089479676 -0.99222869 -0.98504205 -0.97828727 -0.10128222 -0.039297873 -0.059640136 -0.99313152 -0.99471673 -0.98852767 -0.98713678 -0.98765605 -0.98713678 -0.98765605 -0.9939029 -0.99209187 -0.98588897 -0.98488949 -0.99443061 -0.99323111 -0.99436786 -0.97860667 -0.9902359 -0.99571149 -0.97397802 -0.97369255 -0.99238299 -0.98317696 -0.99447997 -0.99395244 -0.98852179 -0.99597365 -0.98995361 -0.98920517 -0.97997577 -0.99289638 -0.98282283 -0.97952158 -0.99041719 -0.98676218 -0.99160179 -0.99138687 -0.98743189 -0.98547547 -0.99337821 -0.99299612
2 "Sitting" 0.28540286 0.002355779 -0.16984868 -0.95371281 -0.86194417 -0.78706775 0.97078586 -0.14664468 0.070036345 -0.91948606 -0.85676875 -0.74690999 0.056061067 0.090742267 0.11850025 -0.95368813 -0.94604718 -0.97086316 -0.2445337 0.051893002 -0.41735088 -0.9329845 -0.95320268 -0.84072691 -0.059146721 -0.028476505 0.049935806 -0.9724896 -0.98051923 -0.9674775 -0.87722004 -0.83813635 -0.87722004 -0.83813635 -0.95780326 -0.95308411 -0.66865683 -0.82391109 -0.97639756 -0.97993471 -0.95107745 -0.88078397 -0.8586826 -0.95465216 -0.86037139 -0.76841627 -0.95315437 -0.94395079 -0.96500137 -0.95855696 -0.95282949 -0.9757051 -0.93106212 -0.96373167 -0.83968795 -0.93409972 -0.94784815 -0.85544588 -0.86276586 -0.84956542 -0.95078436 -0.95507082 -0.87646103 -0.82222822 -0.97996582 -0.98086373
